Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR4420293_1	(0.0, 0.007970115889612741)	(1.0, 0.0056877369296017815)	(2.0, 0.0027042548582044755)	(3.0, 0.002258098332776801)	(4.0, 0.00256767633001233)	(5.0, 0.002312729744053659)	(6.0, 0.0015964512406459641)	(7.0, 0.000974260167770636)	(8.0, 0.0005827350536198197)	(9.0, 0.000400630349363626)	(10.0, 0.00039152511415081634)	(11.0, 0.00046133191744902386)	(12.0, 0.0007071732681948853)	(13.0, 0.0009074884428766983)	(14.0, 0.0011533297936225596)	(15.0, 0.001405241301176961)	(16.0, 0.0016268020246886633)	(17.0, 0.0023916417825646766)	(18.0, 0.004819704505980592)	(19.0, 0.007426836855248431)	(20.0, 0.01034051212334753)	(21.0, 0.014100974266237928)	(22.0, 0.019985991292117252)	(23.0, 0.032241637888559084)	(24.0, 0.05234599723844286)	(25.0, 0.08033549028261983)	(26.0, 0.10242175583049183)	(27.0, 0.12297530678420755)	(28.0, 0.14432101320143773)	(29.0, 0.19453335032167887)	(30.0, 0.2507126515847146)	(31.0, 0.30874335067435493)	(32.0, 0.3991219153967039)	(33.0, 0.4455282641979906)	(34.0, 0.46057618292636066)	(35.0, 0.6037924275886442)	(36.0, 1.0494512001580183)	(37.0, 1.264753592000116)	(38.0, 1.5826568092985576)	(39.0, 1.9759635144726804)	(40.0, 1.9263976490525487)	(41.0, 1.9160753473996268)	(42.0, 2.1097345951408757)	(43.0, 2.304116191542341)	(44.0, 2.476089804085082)	(45.0, 2.2647360492469395)	(46.0, 2.2258020634769653)	(47.0, 2.9620240670791174)	(48.0, 3.2704851554618752)	(49.0, 3.5853199084935996)	(50.0, 4.116813733414131)	(51.0, 4.1604278100834895)	(52.0, 4.456991391121509)	(53.0, 5.471272102730848)	(54.0, 6.1660227950170565)	(55.0, 5.648153437053293)	(56.0, 5.142788602115122)	(57.0, 4.873209903169466)	(58.0, 4.340766098708397)	(59.0, 3.7345729241019767)	(60.0, 3.2266039918929414)	(61.0, 3.18900847569925)	(62.0, 2.782632722916341)	(63.0, 1.7790749433092878)	(64.0, 1.1337383625229975)	(65.0, 1.0375445875780676)	(66.0, 1.0264119199912056)	(67.0, 0.8290347012047258)	(68.0, 0.6199572551697856)	(69.0, 0.5148798057355577)	(70.0, 0.4254876414945964)	(71.0, 0.32529059813443445)	(72.0, 0.17931850228107388)	(73.0, 0.13059638865732928)	(74.0, 0.16719639913441992)	(75.0, 0.15423661434818747)	(76.0, 0.10715951321955713)	(77.0, 0.05068277427290296)	(78.0, 0.005287106580238155)	(79.0, 0.00038545495734227655)	(80.0, 0.00010622774414944628)	(81.0, 3.945601925550862e-05)	(82.0, 2.1245548829889258e-05)	(83.0, 9.105235212809682e-06)	(84.0, 1.517539202134947e-05)	(85.0, 1.517539202134947e-05)	(86.0, 9.105235212809682e-06)	(87.0, 1.8210470425619364e-05)	(88.0, 1.2140313617079576e-05)	(89.0, 3.035078404269894e-06)	(90.0, 1.517539202134947e-05)	(91.0, 2.428062723415915e-05)	(92.0, 1.517539202134947e-05)	(93.0, 9.105235212809682e-06)	(94.0, 1.517539202134947e-05)	(95.0, 2.1245548829889258e-05)	(96.0, 1.517539202134947e-05)	(97.0, 1.2140313617079576e-05)	(98.0, 1.8210470425619364e-05)	(99.0, 9.105235212809682e-06)	(100.0, 2.1245548829889258e-05)
SRR4420293_2	(0.0, 0.007636281832459978)	(1.0, 0.006537579915389026)	(2.0, 0.004391772580115098)	(3.0, 0.0032961057512128516)	(4.0, 0.003517667187528264)	(5.0, 0.0035844391272397583)	(6.0, 0.003332526809237303)	(7.0, 0.003432684718804544)	(8.0, 0.0038909830322788907)	(9.0, 0.0043978427564525064)	(10.0, 0.004658860338961074)	(11.0, 0.005168755151303394)	(12.0, 0.005848614901093154)	(13.0, 0.0062826325092178665)	(14.0, 0.006710579941005171)	(15.0, 0.007217439665178784)	(16.0, 0.008313106494081032)	(17.0, 0.010027931309398951)	(18.0, 0.012386194816482178)	(19.0, 0.015481984748560548)	(20.0, 0.02003765208978568)	(21.0, 0.022981687613428833)	(22.0, 0.0259348284015781)	(23.0, 0.04681623500226357)	(24.0, 0.059936921155572184)	(25.0, 0.07356143194488571)	(26.0, 0.11205242010039343)	(27.0, 0.14394816166530675)	(28.0, 0.14372053005265392)	(29.0, 0.1448253021460623)	(30.0, 0.18298850077934994)	(31.0, 0.22893670056536408)	(32.0, 0.3367976639047769)	(33.0, 0.38375958313913827)	(34.0, 0.36311491341561175)	(35.0, 0.5054939344976984)	(36.0, 0.71417445662513)	(37.0, 0.9447227890080762)	(38.0, 1.493409063234605)	(39.0, 1.9100234757999675)	(40.0, 2.0578353047040343)	(41.0, 2.080689518614378)	(42.0, 2.1367293865613335)	(43.0, 2.322334133342107)	(44.0, 2.3986089341098142)	(45.0, 2.4330086234139086)	(46.0, 2.4963144924367424)	(47.0, 3.061897102498448)	(48.0, 3.382997290394686)	(49.0, 3.370140656912055)	(50.0, 3.7152757080162626)	(51.0, 4.16560995013593)	(52.0, 4.645891407216202)	(53.0, 5.482901952205131)	(54.0, 5.964412619993728)	(55.0, 5.968258076703477)	(56.0, 5.796080559981051)	(57.0, 5.628103605284113)	(58.0, 5.014882251326425)	(59.0, 3.911700544118467)	(60.0, 3.1905241390881356)	(61.0, 2.686511327616765)	(62.0, 2.122006173854949)	(63.0, 1.406930296043714)	(64.0, 1.0394934170758674)	(65.0, 1.0282696610279989)	(66.0, 0.880166463659736)	(67.0, 0.5947680178919662)	(68.0, 0.42599890518299577)	(69.0, 0.43087022169376615)	(70.0, 0.47685180744963607)	(71.0, 0.4123106575421395)	(72.0, 0.33803597987760825)	(73.0, 0.2706114962098426)	(74.0, 0.26597388148806245)	(75.0, 0.21015253988925325)	(76.0, 0.11595250839717844)	(77.0, 0.043353199401771986)	(78.0, 0.008980825891195974)	(79.0, 0.005742386815188504)	(80.0, 0.004749912984022203)	(81.0, 0.003957754971990385)	(82.0, 0.003444825071479361)	(83.0, 0.0029379653473057465)	(84.0, 0.0024280705349634265)	(85.0, 0.0020426143375379827)	(86.0, 0.0017542809615110758)	(87.0, 0.001511473908014733)	(88.0, 0.0012474212373374605)	(89.0, 0.0010683510353839078)	(90.0, 0.0009287369796235107)	(91.0, 0.0007587720421760708)	(92.0, 0.0006009474574034481)	(93.0, 0.00044615796079952965)	(94.0, 0.00031868425771394975)	(95.0, 0.00031564916954524545)	(96.0, 0.00029440355236431547)	(97.0, 0.0002003158191344827)	(98.0, 0.0001456842320978056)	(99.0, 0.00010319299773594562)	(100.0, 0.0002185263481467084)
SRR4420294_1	(0.0, 0.0007338115259539668)	(1.0, 0.0004905227583885836)	(2.0, 0.000203836534987213)	(3.0, 0.00017358982334394912)	(4.0, 0.0001946310140523066)	(5.0, 0.00018279534427885553)	(6.0, 0.00011835669773451078)	(7.0, 6.312357212507241e-05)	(8.0, 5.917834886725539e-05)	(9.0, 4.865775351307665e-05)	(10.0, 4.734267909380431e-05)	(11.0, 6.57537209636171e-05)	(12.0, 7.627431631779583e-05)	(13.0, 0.00013282251634650654)	(14.0, 0.00016701445124758744)	(15.0, 0.0001880556419559449)	(16.0, 0.0002801108513050088)	(17.0, 0.0004234539630056941)	(18.0, 0.0007351266003732392)	(19.0, 0.0010560047586756906)	(20.0, 0.0014978697635511975)	(21.0, 0.0022474621825364326)	(22.0, 0.0032705900807303147)	(23.0, 0.004938104444367644)	(24.0, 0.007920693227277315)	(25.0, 0.011604216675659145)	(26.0, 0.013784610062812688)	(27.0, 0.016268785640818142)	(28.0, 0.019106716237607856)	(29.0, 0.0237357781934465)	(30.0, 0.029067089889176573)	(31.0, 0.03538207725052236)	(32.0, 0.04249136956110865)	(33.0, 0.04474540711574143)	(34.0, 0.052491195445255524)	(35.0, 0.14864943698244917)	(36.0, 0.7003349915369701)	(37.0, 0.8526981986794444)	(38.0, 0.6212148541758689)	(39.0, 0.6233557953304443)	(40.0, 0.5940769784597648)	(41.0, 0.6980493921962747)	(42.0, 1.1927304158985974)	(43.0, 1.5052341802991225)	(44.0, 1.4834131504601367)	(45.0, 1.4122058158797972)	(46.0, 1.7537293274904049)	(47.0, 2.9308537552554976)	(48.0, 3.5793235267707857)	(49.0, 3.9641366581150006)	(50.0, 4.4862277779382165)	(51.0, 4.472790347522092)	(52.0, 4.754910632539748)	(53.0, 6.288556995667251)	(54.0, 7.569573617629278)	(55.0, 7.2475184677215765)	(56.0, 7.042719298259457)	(57.0, 6.6473237630633575)	(58.0, 5.32334892012138)	(59.0, 4.221433598394473)	(60.0, 3.6064508818915355)	(61.0, 3.4710889568414145)	(62.0, 2.869708055057011)	(63.0, 1.8004434010117971)	(64.0, 1.257265062875549)	(65.0, 1.178739339151959)	(66.0, 1.1984523046968514)	(67.0, 1.034615073246226)	(68.0, 0.826292819414875)	(69.0, 0.6635826067415659)	(70.0, 0.4691186071405069)	(71.0, 0.3182414340918104)	(72.0, 0.1685149511599772)	(73.0, 0.12181139823393922)	(74.0, 0.19179571360435543)	(75.0, 0.19403397026595698)	(76.0, 0.1330802709326839)	(77.0, 0.06218066376645414)	(78.0, 0.005448353319045312)	(79.0, 0.0003840017304275239)	(80.0, 8.547983725270223e-05)	(81.0, 3.287686048180855e-05)	(82.0, 1.972611628908513e-05)	(83.0, 1.5780893031268103e-05)	(84.0, 1.1835669773451078e-05)	(85.0, 1.0520595354178736e-05)	(86.0, 7.890446515634052e-06)	(87.0, 1.1835669773451078e-05)	(88.0, 1.5780893031268103e-05)	(89.0, 1.0520595354178736e-05)	(90.0, 1.0520595354178736e-05)	(91.0, 6.57537209636171e-06)	(92.0, 3.945223257817026e-06)	(93.0, 3.945223257817026e-06)	(94.0, 1.1835669773451078e-05)	(95.0, 1.315074419272342e-05)	(96.0, 6.57537209636171e-06)	(97.0, 1.1835669773451078e-05)	(98.0, 1.1835669773451078e-05)	(99.0, 1.7095967450540447e-05)	(100.0, 3.0246711643263864e-05)
SRR4420294_2	(0.0, 0.00121249780136143)	(1.0, 0.001238799272106797)	(2.0, 0.0010375930209047379)	(3.0, 0.0007167150778112574)	(4.0, 0.0007167150778112574)	(5.0, 0.0009363323585350738)	(6.0, 0.0011309632420507915)	(7.0, 0.0014400055233088566)	(8.0, 0.0018384728051011703)	(9.0, 0.0022606114105643144)	(10.0, 0.002719572075070973)	(11.0, 0.0029510250176302045)	(12.0, 0.0030772720772079673)	(13.0, 0.00327584818133549)	(14.0, 0.0034415474470313036)	(15.0, 0.0035796301684444813)	(16.0, 0.0036651099483669255)	(17.0, 0.003879466934941668)	(18.0, 0.004413386791072623)	(19.0, 0.00495388201488992)	(20.0, 0.005713994519431034)	(21.0, 0.006175585331012229)	(22.0, 0.006671368054562402)	(23.0, 0.011476646759740996)	(24.0, 0.013884546406479367)	(25.0, 0.016747461497112592)	(26.0, 0.02438409352802997)	(27.0, 0.02969304539798235)	(28.0, 0.02804657332932236)	(29.0, 0.025286233974596065)	(30.0, 0.029792990986814746)	(31.0, 0.03540703991741338)	(32.0, 0.045709326008373734)	(33.0, 0.05051065949294052)	(34.0, 0.05207165178167806)	(35.0, 0.11888659298967175)	(36.0, 0.30115052496091765)	(37.0, 0.4017234038705902)	(38.0, 0.49241482022122823)	(39.0, 0.6131596121190601)	(40.0, 0.6357788769600761)	(41.0, 0.6753546999906301)	(42.0, 1.1245167515711019)	(43.0, 1.4684019061990923)	(44.0, 1.4820339584864162)	(45.0, 1.6609457680111648)	(46.0, 2.029880443377043)	(47.0, 3.105517226641417)	(48.0, 3.724697245414092)	(49.0, 3.7885085586629645)	(50.0, 4.283489087355403)	(51.0, 4.8865239483110345)	(52.0, 5.516726913473093)	(53.0, 6.868568591769941)	(54.0, 7.532597878457616)	(55.0, 6.958548553336917)	(56.0, 6.73462309170501)	(57.0, 6.853691164842823)	(58.0, 6.192214435890987)	(59.0, 4.651629458304772)	(60.0, 3.4878643370138955)	(61.0, 2.7829875511851276)	(62.0, 2.2381183927828765)	(63.0, 1.5936416194473075)	(64.0, 1.1595016528830522)	(65.0, 1.1502619462102046)	(66.0, 0.9813709970394408)	(67.0, 0.6608652197570073)	(68.0, 0.4739919550376358)	(69.0, 0.5072804114865098)	(70.0, 0.5807404192783205)	(71.0, 0.4674534094103375)	(72.0, 0.35263828409204856)	(73.0, 0.2862007689892509)	(74.0, 0.29717900287836724)	(75.0, 0.23791126870075668)	(76.0, 0.1333616074143846)	(77.0, 0.05041728927179447)	(78.0, 0.0071106026160100335)	(79.0, 0.0033757937701678854)	(80.0, 0.0026603937658938965)	(81.0, 0.002142254792210162)	(82.0, 0.0018213768491166815)	(83.0, 0.0016017595683928648)	(84.0, 0.001271676110538506)	(85.0, 0.0010415382415165427)	(86.0, 0.0009310720643860005)	(87.0, 0.0008087702254200428)	(88.0, 0.0006641121363205229)	(89.0, 0.0005365500032054918)	(90.0, 0.0004747415469538787)	(91.0, 0.0004221386054631442)	(92.0, 0.0003445492667643109)	(93.0, 0.00028537095758723456)	(94.0, 0.00021698713364927974)	(95.0, 0.00016569926569581363)	(96.0, 0.00014991838324859329)	(97.0, 0.0001288772066522995)	(98.0, 9.731544175785881e-05)	(99.0, 8.547977992244354e-05)	(100.0, 0.0002367132367083052)
SRR4420295_1	(0.0, 0.004335898687842394)	(1.0, 0.0029417694132109883)	(2.0, 0.0012343526611343233)	(3.0, 0.0010087856773737362)	(4.0, 0.0011748280404197237)	(5.0, 0.0010401144251182622)	(6.0, 0.0007268269476730024)	(7.0, 0.00046053259184453176)	(8.0, 0.0003132874774452597)	(9.0, 0.0002694272306029233)	(10.0, 0.0002443642324073025)	(11.0, 0.00031015460267080707)	(12.0, 0.00040727372067883756)	(13.0, 0.0006046448314693512)	(14.0, 0.0008020159422598646)	(15.0, 0.00089286931071899)	(16.0, 0.0011403664179007453)	(17.0, 0.001694885252978855)	(18.0, 0.0032832527636263214)	(19.0, 0.0051880406264935)	(20.0, 0.007869781433424922)	(21.0, 0.011237621815961465)	(22.0, 0.016679425299185625)	(23.0, 0.026905128562998905)	(24.0, 0.04286085978928598)	(25.0, 0.06462494084740816)	(26.0, 0.08516720074349385)	(27.0, 0.10947204324369708)	(28.0, 0.13327249290521348)	(29.0, 0.17105809555988624)	(30.0, 0.2152222312553445)	(31.0, 0.2586501413788064)	(32.0, 0.3443843924564761)	(33.0, 0.4090594593002756)	(34.0, 0.44433876213538626)	(35.0, 0.6109889028876176)	(36.0, 0.9977798882910841)	(37.0, 1.2326922375038634)	(38.0, 1.7126611844490987)	(39.0, 2.21835103329259)	(40.0, 2.190772336653084)	(41.0, 2.16372309585046)	(42.0, 2.226515304954814)	(43.0, 2.3541078958939443)	(44.0, 2.658056273636561)	(45.0, 2.430405928150963)	(46.0, 2.285801827186555)	(47.0, 2.89339782669344)	(48.0, 3.12043726159802)	(49.0, 3.451848419613488)	(50.0, 4.028767309328933)	(51.0, 4.128759273505137)	(52.0, 4.431062891991166)	(53.0, 5.430741302395568)	(54.0, 6.0009809030918815)	(55.0, 5.446556054257004)	(56.0, 5.064323401650367)	(57.0, 4.80086743036755)	(58.0, 4.1378759390987945)	(59.0, 3.5329616803988397)	(60.0, 3.1600461973714236)	(61.0, 3.1846048027283578)	(62.0, 2.7964635482971025)	(63.0, 1.827935311775082)	(64.0, 1.1979925165020262)	(65.0, 1.0971734733853673)	(66.0, 1.0760766946542035)	(67.0, 0.8612805343681844)	(68.0, 0.6511930848681678)	(69.0, 0.5436195637377891)	(70.0, 0.4540538068109637)	(71.0, 0.3527021749826478)	(72.0, 0.20221453519181729)	(73.0, 0.15669386471902108)	(74.0, 0.19168181020010766)	(75.0, 0.16314758675439342)	(76.0, 0.1064582177106737)	(77.0, 0.050351563375002135)	(78.0, 0.0061529660570249)	(79.0, 0.0004104065954532902)	(80.0, 0.00013471361530146165)	(81.0, 5.325887116569414e-05)	(82.0, 6.2657495489051925e-06)	(83.0, 9.39862432335779e-06)	(84.0, 6.2657495489051925e-06)	(85.0, 1.5664373872262984e-05)	(86.0, 1.5664373872262984e-05)	(87.0, 6.2657495489051925e-06)	(88.0, 6.2657495489051925e-06)	(89.0, 6.2657495489051925e-06)	(90.0, 1.5664373872262984e-05)	(91.0, 1.879724864671558e-05)	(92.0, 9.39862432335779e-06)	(93.0, 6.2657495489051925e-06)	(94.0, 1.2531499097810385e-05)	(95.0, 1.879724864671558e-05)	(96.0, 1.2531499097810385e-05)	(97.0, 1.5664373872262984e-05)	(98.0, 2.1930123421168178e-05)	(99.0, 2.506299819562077e-05)	(100.0, 1.879724864671558e-05)
SRR4420295_2	(0.0, 0.004279517801728875)	(1.0, 0.0037500606212807195)	(2.0, 0.0030075674155634847)	(3.0, 0.0027005449085580457)	(4.0, 0.002738139501252589)	(5.0, 0.002926112464725307)	(6.0, 0.0032143376753834742)	(7.0, 0.0037500606212807195)	(8.0, 0.004160468258196154)	(9.0, 0.00464919796322522)	(10.0, 0.005313369100828823)	(11.0, 0.0058365605158278875)	(12.0, 0.006206240677324233)	(13.0, 0.006776425333191477)	(14.0, 0.007518918538908711)	(15.0, 0.008258278861901402)	(16.0, 0.00919814367926499)	(17.0, 0.010755186393364003)	(18.0, 0.013364877702910234)	(19.0, 0.01621266809952191)	(20.0, 0.019871875121790814)	(21.0, 0.022848113710108846)	(22.0, 0.025968464903755963)	(23.0, 0.04484095043641683)	(24.0, 0.057880008335974356)	(25.0, 0.0713012779279264)	(26.0, 0.10539644061915286)	(27.0, 0.1380567430225376)	(28.0, 0.14131807393878923)	(29.0, 0.14108937349989742)	(30.0, 0.17444517586813119)	(31.0, 0.21511625939817824)	(32.0, 0.31920942080392023)	(33.0, 0.363975182054948)	(34.0, 0.3474210297384506)	(35.0, 0.502918530888532)	(36.0, 0.7055627841602953)	(37.0, 0.9621834738932497)	(38.0, 1.5937099735070908)	(39.0, 2.0718474020444693)	(40.0, 2.287489985740371)	(41.0, 2.321726128154202)	(42.0, 2.2896172131103376)	(43.0, 2.4574676708433008)	(44.0, 2.5343862074963366)	(45.0, 2.522885395014531)	(46.0, 2.5067573147485716)	(47.0, 2.9562100690600137)	(48.0, 3.2501935181658954)	(49.0, 3.2753067060858503)	(50.0, 3.6328218839627855)	(51.0, 4.045240831587378)	(52.0, 4.514712706508664)	(53.0, 5.281830370440825)	(54.0, 5.6961979711200845)	(55.0, 5.712087952298979)	(56.0, 5.6020548452474985)	(57.0, 5.535941621111419)	(58.0, 4.984692108431327)	(59.0, 3.8912189182005577)	(60.0, 3.1247842227023472)	(61.0, 2.5986854925349046)	(62.0, 2.0841627640346565)	(63.0, 1.4527960414397678)	(64.0, 1.108902637649155)	(65.0, 1.0981161224285454)	(66.0, 0.9609428523343297)	(67.0, 0.6690960292465881)	(68.0, 0.48166818736794115)	(69.0, 0.4796631424242322)	(70.0, 0.528617567877977)	(71.0, 0.46666167911736917)	(72.0, 0.38357449637970337)	(73.0, 0.30463838325206005)	(74.0, 0.30368598690379833)	(75.0, 0.24726276903473754)	(76.0, 0.13700409442709036)	(77.0, 0.05133854920712377)	(78.0, 0.013017127720485707)	(79.0, 0.008837862165942283)	(80.0, 0.007421799174447807)	(81.0, 0.006431808233491494)	(82.0, 0.005438684409810635)	(83.0, 0.004761981741308851)	(84.0, 0.003978761060172527)	(85.0, 0.0032613309162516538)	(86.0, 0.0028603219275098557)	(87.0, 0.0024217183460735143)	(88.0, 0.002083367011822622)	(89.0, 0.0018484008074817252)	(90.0, 0.0015507769486499217)	(91.0, 0.0012688175034408452)	(92.0, 0.0009899909409563136)	(93.0, 0.0008364796874535942)	(94.0, 0.0006798355512263294)	(95.0, 0.000570184655867244)	(96.0, 0.00046679952595724916)	(97.0, 0.0003634143960472544)	(98.0, 0.00029449097610725786)	(99.0, 0.0002474977352390784)	(100.0, 0.0003508828651490732)
SRR4420296_1	(0.0, 0.010202178390278363)	(1.0, 0.00802124246279803)	(2.0, 0.005172073641712615)	(3.0, 0.0046482573807914125)	(4.0, 0.004956672562455298)	(5.0, 0.004653152859865443)	(6.0, 0.0036422364310782634)	(7.0, 0.002643558699976159)	(8.0, 0.0019826690249821195)	(9.0, 0.0017892976015579372)	(10.0, 0.0019777735459080895)	(11.0, 0.0022886364671089897)	(12.0, 0.00322122523071169)	(13.0, 0.004330051240979468)	(14.0, 0.005010522832269627)	(15.0, 0.005771769828281281)	(16.0, 0.006985848638640701)	(17.0, 0.009781167189911788)	(18.0, 0.01714641545678981)	(19.0, 0.026619167465037712)	(20.0, 0.037712323046789516)	(21.0, 0.055480464345981126)	(22.0, 0.08653004037301593)	(23.0, 0.13427075230295574)	(24.0, 0.20109893714253826)	(25.0, 0.2770645336737976)	(26.0, 0.33691910857242446)	(27.0, 0.43002132960232553)	(28.0, 0.5271329479938571)	(29.0, 0.6524890329030044)	(30.0, 0.8024718252940592)	(31.0, 0.9636628170251054)	(32.0, 1.15649084227207)	(33.0, 1.3117876771979846)	(34.0, 1.5498181084750045)	(35.0, 1.9571537880482752)	(36.0, 2.4285345726075427)	(37.0, 2.8393631765001337)	(38.0, 3.9646600261124854)	(39.0, 5.224269239599922)	(40.0, 5.475431793493027)	(41.0, 5.2806847404490425)	(42.0, 4.981370254383779)	(43.0, 5.12300870269315)	(44.0, 5.557418829285343)	(45.0, 4.8842219198991925)	(46.0, 4.01142898544623)	(47.0, 3.6785070355377516)	(48.0, 3.2039955921106413)	(49.0, 2.922018445186055)	(50.0, 2.8767132340954453)	(51.0, 2.7465962957868038)	(52.0, 2.6228532712325494)	(53.0, 2.7666579690321784)	(54.0, 2.783329523018787)	(55.0, 2.4113220681832535)	(56.0, 2.098794684097183)	(57.0, 1.9898996475744617)	(58.0, 1.9359098566065225)	(59.0, 1.70449076981898)	(60.0, 1.3357412563072129)	(61.0, 1.1617241094022082)	(62.0, 0.9674347836516455)	(63.0, 0.6286113337194235)	(64.0, 0.36952055146592677)	(65.0, 0.3000194350519239)	(66.0, 0.2778992128559197)	(67.0, 0.21235853901280707)	(68.0, 0.14533453501026336)	(69.0, 0.1172467238230167)	(70.0, 0.09949816444012119)	(71.0, 0.07558619690302203)	(72.0, 0.04311448420498154)	(73.0, 0.031289454501662255)	(74.0, 0.04084542965416867)	(75.0, 0.03802073822845341)	(76.0, 0.02309442253173617)	(77.0, 0.008772698500661624)	(78.0, 0.0010011254706391195)	(79.0, 0.00017623724666507727)	(80.0, 5.14025302773142e-05)	(81.0, 3.426835351820947e-05)	(82.0, 1.223869768507481e-05)	(83.0, 9.790958148059848e-06)	(84.0, 9.790958148059848e-06)	(85.0, 7.343218611044887e-06)	(86.0, 7.343218611044887e-06)	(87.0, 9.790958148059848e-06)	(88.0, 7.343218611044887e-06)	(89.0, 2.447739537014962e-06)	(90.0, 7.343218611044887e-06)	(91.0, 7.343218611044887e-06)	(92.0, 4.895479074029924e-06)	(93.0, 2.447739537014962e-06)	(94.0, 2.447739537014962e-06)	(95.0, 9.790958148059848e-06)	(96.0, 1.7134176759104734e-05)	(97.0, 1.4686437222089774e-05)	(98.0, 1.9581916296119696e-05)	(99.0, 1.9581916296119696e-05)	(100.0, 2.447739537014962e-05)
SRR4420296_2	(0.0, 0.00799931482001089)	(1.0, 0.006988385499122119)	(2.0, 0.005585812857792181)	(3.0, 0.005245572723158915)	(4.0, 0.005717992478441076)	(5.0, 0.005933396304683719)	(6.0, 0.005918709680167175)	(7.0, 0.006190412233723237)	(8.0, 0.006484144724054113)	(9.0, 0.006939430084066972)	(10.0, 0.007710477871185525)	(11.0, 0.0085720931761561)	(12.0, 0.00938964860757704)	(13.0, 0.011431089415376636)	(14.0, 0.013374619393065938)	(15.0, 0.014796774200417936)	(16.0, 0.01911708957903459)	(17.0, 0.026516700564619935)	(18.0, 0.03714981671459769)	(19.0, 0.05014992718249176)	(20.0, 0.06921316580496568)	(21.0, 0.08673675662395527)	(22.0, 0.10346482194829873)	(23.0, 0.2013071144775139)	(24.0, 0.25725336280253497)	(25.0, 0.3210618507854125)	(26.0, 0.4660261780759587)	(27.0, 0.5646933693488532)	(28.0, 0.5534360716569222)	(29.0, 0.5216884849936599)	(30.0, 0.6202553176656913)	(31.0, 0.7783886516060717)	(32.0, 1.1010611355467985)	(33.0, 1.2339579530262512)	(34.0, 1.193261316490908)	(35.0, 1.5842192611213057)	(36.0, 2.037964973330681)	(37.0, 2.715390424697772)	(38.0, 4.467093504034992)	(39.0, 5.611000418838054)	(40.0, 5.948200422196395)	(41.0, 5.912817895965288)	(42.0, 5.094736193832504)	(43.0, 4.835855063479385)	(44.0, 5.026159448423255)	(45.0, 4.706372886200029)	(46.0, 4.0012606998485)	(47.0, 3.5293353942583963)	(48.0, 3.3178186279711315)	(49.0, 3.1114911356797124)	(50.0, 2.9283513757291635)	(51.0, 2.7940152690470894)	(52.0, 2.655385772464679)	(53.0, 2.672613183022585)	(54.0, 2.6131959957701545)	(55.0, 2.534287210013517)	(56.0, 2.3360398089769494)	(57.0, 2.068745690546604)	(58.0, 1.8912725198886882)	(59.0, 1.6284602697066415)	(60.0, 1.364049625223044)	(61.0, 1.1543956124786277)	(62.0, 0.8744391759442687)	(63.0, 0.5245156602130946)	(64.0, 0.34117028751931383)	(65.0, 0.2851016506566549)	(66.0, 0.2278140239591228)	(67.0, 0.1464011687224147)	(68.0, 0.10535694874018013)	(69.0, 0.11248730494296216)	(70.0, 0.12325504848434156)	(71.0, 0.09968301613528868)	(72.0, 0.07440488757156394)	(73.0, 0.05713831268161388)	(74.0, 0.05643090693406702)	(75.0, 0.04704370609724273)	(76.0, 0.028465126083814754)	(77.0, 0.011095744822248885)	(78.0, 0.0025872936856644766)	(79.0, 0.0013878860168133945)	(80.0, 0.0010941535264825174)	(81.0, 0.0009595261350808654)	(82.0, 0.0008126598899154268)	(83.0, 0.0006706891862555029)	(84.0, 0.0005409573363593655)	(85.0, 0.0005017930043152485)	(86.0, 0.00048465860904594736)	(87.0, 0.0004014344034521988)	(88.0, 0.0003328968223749941)	(89.0, 0.00031331465635293563)	(90.0, 0.00025212038753400287)	(91.0, 0.00019092611871507014)	(92.0, 0.0001982694309733421)	(93.0, 0.00018847834796231286)	(94.0, 0.00013462739140165204)	(95.0, 0.00010280637161580702)	(96.0, 0.0001003586008630497)	(97.0, 6.608981032444736e-05)	(98.0, 5.140318580790351e-05)	(99.0, 5.629872731341812e-05)	(100.0, 0.0002227471385009152)
